,Account,Date,Text,Compound,Positive,Neutral,Negative
278,@CNN,2018-03-14 09:55:58+00:00,British physicist Stephen Hawking has died at the age of 76. Considered by many to be among the world's greatest mo… https://t.co/VUXOKsNMC1,0.1531,0.151,0.719,0.129
279,@CNN,2018-03-14 09:48:21+00:00,"Angela Merkel has been elected for a fourth term as Germany's Chancellor, ending almost six months of political tur… https://t.co/vDcVhfJw8a",0.0,0.0,1.0,0.0
280,@CNN,2018-03-14 08:53:04+00:00,"The Philippines says it will withdraw from the International Criminal Court, a month after the judicial body starte… https://t.co/ftFVGzaAkm",-0.5267,0.0,0.833,0.167
281,@CNN,2018-03-14 08:45:05+00:00,Archaeopteryx was a feathered and winged dinosaur during the Jurassic period. New research suggests it was an activ… https://t.co/NXieE1Q0T0,0.0,0.0,1.0,0.0
282,@CNN,2018-03-14 08:30:58+00:00,"These teachers in Ennis, Texas, are attending gun and active shooter training https://t.co/GUWQoH89dd https://t.co/RxyurnTELa",0.0772,0.158,0.702,0.14
283,@CNN,2018-03-14 08:18:39+00:00,UK Prime Minister Theresa May will outline later how the UK plans to retaliate after Moscow ignored a deadline to e… https://t.co/eXUVf1V07V,-0.3182,0.0,0.897,0.103
284,@CNN,2018-03-14 08:15:06+00:00,"A new study ties extreme winter weather, specifically major snowstorms in the northeastern US, to warming Arctic te… https://t.co/LbXUTdb1h8",0.1531,0.086,0.914,0.0
285,@CNN,2018-03-14 08:11:47+00:00,Figures from the scientific community and beyond came together to mark the passing of famed physicist Stephen Hawki… https://t.co/EPL1oG1eQt,0.0,0.0,1.0,0.0
286,@CNN,2018-03-14 08:01:03+00:00,An artificial intelligence system developed by Wells Fargo thinks Boston is the likely choice to host Amazon's HQ2… https://t.co/KkQqxmz86A,0.6249,0.231,0.769,0.0
287,@CNN,2018-03-14 08:00:24+00:00,"Stephen Hawking was one of the most beloved scientists in this generation -- not only for his intellect, but for hi… https://t.co/jJkjg160Wo",0.51,0.177,0.823,0.0
288,@CNN,2018-03-14 07:53:39+00:00,"40 million people are living in modern slavery, denied their freedom.

Today, on #MyFreedomDay, students worldwide… https://t.co/aEJGel2g64",-0.5423,0.162,0.541,0.297
289,@CNN,2018-03-14 07:50:32+00:00,"Russian President Vladimir Putin is expected to win the March 18 election by a wide margin, but that doesn't mean R… https://t.co/QaaSw0mPAJ",0.34,0.107,0.893,0.0
290,@CNN,2018-03-14 07:46:16+00:00,"Russian President Vladimir Putin is expected to win the March 18 election by a wide margin, but that doesn't mean R… https://t.co/eGpdLNYRER",0.34,0.107,0.893,0.0
291,@CNN,2018-03-14 07:45:05+00:00,"""Sometimes I don't know what this world has come to

It's blowing up

This whole country is going nuts

And the NRA… https://t.co/ofluXz1gYb",-0.3182,0.0,0.901,0.099
292,@CNN,2018-03-14 07:31:02+00:00,"This 6-year-old boy's lemonade stand raised $7,000 for the family of a slain deputy https://t.co/ZEhgunCisA https://t.co/9L1iIsYV1w",0.0,0.0,1.0,0.0
293,@CNN,2018-03-14 07:30:00+00:00,"Russian President Vladimir Putin is expected to win the March 18 election by a wide margin, but that doesn't mean R… https://t.co/g3iSnSCQq9",0.34,0.107,0.893,0.0
294,@CNN,2018-03-14 07:15:05+00:00,"This New York student won a $250,000 prize for his research on the devastating microorganism which caused the Irish… https://t.co/0DqoVatbN6",0.4019,0.256,0.586,0.158
295,@CNN,2018-03-14 07:04:21+00:00,"Hawking leaves behind three children and three grandchildren, according to his website. His children left this stat… https://t.co/4kJmhInV15",0.0,0.0,1.0,0.0
296,@CNN,2018-03-14 07:01:05+00:00,She was Canada's Rosa Parks. Now she's the first black person to appear on its currency. https://t.co/YGSFEinWR8 https://t.co/oV6klFJ187,0.0,0.0,1.0,0.0
297,@CNN,2018-03-14 06:46:06+00:00,In the wake of social media outrage over reports that a dog died on one of its flights after being put in an overhe… https://t.co/2YzBJP1sZB,-0.7845,0.0,0.761,0.239
298,@CNN,2018-03-14 06:44:18+00:00,"Despite being a British citizen he was awarded the Presidential Medal of Freedom, the US's highest civilian honor,… https://t.co/87NvnJMX22",0.875,0.4,0.6,0.0
299,@CNN,2018-03-14 06:31:26+00:00,"Activists placed 7,000 pairs of shoes in front of the US Capitol building to remember children killed by gun violen… https://t.co/qbR8ffoC5I",-0.7845,0.0,0.734,0.266
300,@FoxNews,2018-03-14 18:25:34+00:00,"SNOW QUEEN RESCUE: A man dressed as Elsa from ""Frozen"" helped free a police vehicle. https://t.co/xY3ldwG2IR https://t.co/klpKDsS81F",0.8091,0.361,0.639,0.0
301,@FoxNews,2018-03-14 18:15:15+00:00,"Peter Morici: Ten years after the financial crisis, Uncle Sam could trigger the next one. @FoxNewsOpinion https://t.co/cjJC1cPqVw",-0.6249,0.0,0.796,0.204
302,@FoxNews,2018-03-14 18:14:00+00:00,Robert de Niro's got more words for President @realDonaldTrump. https://t.co/ipDcYbPEwH https://t.co/XO5izblPHO,0.0,0.0,1.0,0.0
303,@FoxNews,2018-03-14 18:05:24+00:00,".@RandPaul: ""It almost seemed to be a little bit of glee in her voice that [Gina Haspel] actually enjoyed the tortu… https://t.co/trYeyJE6Xv",0.804,0.276,0.724,0.0
304,@FoxNews,2018-03-14 18:00:37+00:00,"Hillary Clinton criticized by fellow Dems for trashing female Trump voters - via @brookefoxnews 
https://t.co/Fvs5ztSEPU",-0.3612,0.0,0.839,0.161
305,@FoxNews,2018-03-14 17:59:47+00:00,Sessions mulling firing FBI Deputy Director Andrew McCabe before he retires https://t.co/JjxMsJp0rB,-0.34,0.0,0.821,0.179
306,@FoxNews,2018-03-14 17:58:22+00:00,".@RandPaul: ""It almost seemed to be a little bit of glee in her voice that [Gina Haspel] actually enjoyed the tortu… https://t.co/6KJtxnnNso",0.804,0.276,0.724,0.0
307,@FoxNews,2018-03-14 17:55:56+00:00,Sources: AG Sessions is considering firing former @FBI Deputy Director McCabe before his retirement; that would mea… https://t.co/JEbQo5ypZN,-0.34,0.0,0.876,0.124
308,@FoxNews,2018-03-14 17:55:00+00:00,".@RandPaul: ""Between Peter Strzok, Lisa Page, Bruce Ohr, and Andy McCabe, there needs to be the question asked: Wer… https://t.co/qW9mRioQNT",0.0,0.0,1.0,0.0
309,@FoxNews,2018-03-14 17:52:00+00:00,"Unarmed felon robs bar so he could go back to prison, avoid homelessness https://t.co/xWKjGnMj9V (via @luciasuarezsang)",-0.8176,0.0,0.605,0.395
310,@FoxNews,2018-03-14 17:50:51+00:00,Sheriff who pocketed $750G from inmate food fund bought beach house for $740G https://t.co/jdg5L70I2f,0.0,0.0,1.0,0.0
311,@FoxNews,2018-03-14 17:50:45+00:00,New Jersey fugitive on the run for 23 years caught in Florida https://t.co/ZtzpDgHpyi,0.0,0.0,1.0,0.0
312,@FoxNews,2018-03-14 17:43:34+00:00,"Ohio town must pay back millions of fines collected from speed cameras, court rules (via @AndrewOReilly84)   https://t.co/T3imcv030V",-0.1027,0.0,0.92,0.08
313,@FoxNews,2018-03-14 17:41:12+00:00,".@RepRutherfordFL: ""That's what this bill does it it attempts to actually stop these shooting events before they oc… https://t.co/vGimYU4xwT",-0.296,0.0,0.891,0.109
314,@FoxNews,2018-03-14 17:35:00+00:00,"Terence Shigg, border patrol agent, on @POTUS viewing border wall prototypes: “I think for our guys, the important… https://t.co/gGSPEXwm0C",0.0,0.0,1.0,0.0
315,@FoxNews,2018-03-14 17:29:12+00:00,".@RepBradWenstrup: ""We have exhausted this, in my opinion. We've been very thorough."" #OutnumberedOT https://t.co/nVXmCyvftg",-0.3612,0.0,0.839,0.161
316,@FoxNews,2018-03-14 17:21:00+00:00,YouTube will link to Wikipedia to battle conspiracy videos https://t.co/It3fdVF6Cj (via @christocarbone),-0.7184,0.0,0.625,0.375
317,@FoxNews,2018-03-14 17:11:00+00:00,"More than 100 years later, the 'great mystery' of the vanished USS Cyclops remains unsolved https://t.co/pRGpJpadJF",0.6249,0.215,0.785,0.0
318,@FoxNews,2018-03-14 17:09:35+00:00,PA House special election too close to call; @MollyLineFNC reports. https://t.co/mba1bAl1AR https://t.co/5H3QEZoOgD,0.4019,0.197,0.803,0.0
319,@FoxNews,2018-03-14 17:05:31+00:00,"BREAKING NEWS: Larry Kudlow accepts job of @WhiteHouse National Economic Council director, replaces Gary Cohn… https://t.co/fN0McNL63N",0.3182,0.133,0.867,0.0
320,@FoxNews,2018-03-14 18:25:34+00:00,"SNOW QUEEN RESCUE: A man dressed as Elsa from ""Frozen"" helped free a police vehicle. https://t.co/xY3ldwG2IR https://t.co/klpKDsS81F",0.8091,0.361,0.639,0.0
321,@FoxNews,2018-03-14 18:15:15+00:00,"Peter Morici: Ten years after the financial crisis, Uncle Sam could trigger the next one. @FoxNewsOpinion https://t.co/cjJC1cPqVw",-0.6249,0.0,0.796,0.204
322,@FoxNews,2018-03-14 18:14:00+00:00,Robert de Niro's got more words for President @realDonaldTrump. https://t.co/ipDcYbPEwH https://t.co/XO5izblPHO,0.0,0.0,1.0,0.0
323,@FoxNews,2018-03-14 18:05:24+00:00,".@RandPaul: ""It almost seemed to be a little bit of glee in her voice that [Gina Haspel] actually enjoyed the tortu… https://t.co/trYeyJE6Xv",0.804,0.276,0.724,0.0
324,@FoxNews,2018-03-14 18:00:37+00:00,"Hillary Clinton criticized by fellow Dems for trashing female Trump voters - via @brookefoxnews 
https://t.co/Fvs5ztSEPU",-0.3612,0.0,0.839,0.161
325,@FoxNews,2018-03-14 17:59:47+00:00,Sessions mulling firing FBI Deputy Director Andrew McCabe before he retires https://t.co/JjxMsJp0rB,-0.34,0.0,0.821,0.179
326,@FoxNews,2018-03-14 17:58:22+00:00,".@RandPaul: ""It almost seemed to be a little bit of glee in her voice that [Gina Haspel] actually enjoyed the tortu… https://t.co/6KJtxnnNso",0.804,0.276,0.724,0.0
327,@FoxNews,2018-03-14 17:55:56+00:00,Sources: AG Sessions is considering firing former @FBI Deputy Director McCabe before his retirement; that would mea… https://t.co/JEbQo5ypZN,-0.34,0.0,0.876,0.124
328,@FoxNews,2018-03-14 17:55:00+00:00,".@RandPaul: ""Between Peter Strzok, Lisa Page, Bruce Ohr, and Andy McCabe, there needs to be the question asked: Wer… https://t.co/qW9mRioQNT",0.0,0.0,1.0,0.0
329,@FoxNews,2018-03-14 17:52:00+00:00,"Unarmed felon robs bar so he could go back to prison, avoid homelessness https://t.co/xWKjGnMj9V (via @luciasuarezsang)",-0.8176,0.0,0.605,0.395
330,@FoxNews,2018-03-14 17:50:51+00:00,Sheriff who pocketed $750G from inmate food fund bought beach house for $740G https://t.co/jdg5L70I2f,0.0,0.0,1.0,0.0
331,@FoxNews,2018-03-14 17:50:45+00:00,New Jersey fugitive on the run for 23 years caught in Florida https://t.co/ZtzpDgHpyi,0.0,0.0,1.0,0.0
332,@FoxNews,2018-03-14 17:43:34+00:00,"Ohio town must pay back millions of fines collected from speed cameras, court rules (via @AndrewOReilly84)   https://t.co/T3imcv030V",-0.1027,0.0,0.92,0.08
333,@FoxNews,2018-03-14 17:41:12+00:00,".@RepRutherfordFL: ""That's what this bill does it it attempts to actually stop these shooting events before they oc… https://t.co/vGimYU4xwT",-0.296,0.0,0.891,0.109
334,@FoxNews,2018-03-14 17:35:00+00:00,"Terence Shigg, border patrol agent, on @POTUS viewing border wall prototypes: “I think for our guys, the important… https://t.co/gGSPEXwm0C",0.0,0.0,1.0,0.0
335,@FoxNews,2018-03-14 17:29:12+00:00,".@RepBradWenstrup: ""We have exhausted this, in my opinion. We've been very thorough."" #OutnumberedOT https://t.co/nVXmCyvftg",-0.3612,0.0,0.839,0.161
336,@FoxNews,2018-03-14 17:21:00+00:00,YouTube will link to Wikipedia to battle conspiracy videos https://t.co/It3fdVF6Cj (via @christocarbone),-0.7184,0.0,0.625,0.375
337,@FoxNews,2018-03-14 17:11:00+00:00,"More than 100 years later, the 'great mystery' of the vanished USS Cyclops remains unsolved https://t.co/pRGpJpadJF",0.6249,0.215,0.785,0.0
338,@FoxNews,2018-03-14 17:09:35+00:00,PA House special election too close to call; @MollyLineFNC reports. https://t.co/mba1bAl1AR https://t.co/5H3QEZoOgD,0.4019,0.197,0.803,0.0
339,@FoxNews,2018-03-14 17:05:31+00:00,"BREAKING NEWS: Larry Kudlow accepts job of @WhiteHouse National Economic Council director, replaces Gary Cohn… https://t.co/fN0McNL63N",0.3182,0.133,0.867,0.0
340,@FoxNews,2018-03-14 17:05:00+00:00,Trump accuses Dems of slow-walking 'hundreds' of nominations https://t.co/svp6s95lS0 (via @AdamShawNY),-0.34,0.0,0.806,0.194
341,@FoxNews,2018-03-14 17:01:53+00:00,"Nation of Islam lashes out at 3 black members of Congress, calling them sellouts for denouncing Farrakhan https://t.co/S410S2PB7M",0.0,0.0,1.0,0.0
342,@FoxNews,2018-03-14 16:58:46+00:00,Charles Manson's grandson reveals his plans for cult leader's remains https://t.co/u7CNwFyP1e,0.0,0.0,1.0,0.0
343,@FoxNews,2018-03-14 16:56:08+00:00,".@CharlesHurt: ""It is open season on Christians. Christians are mocked, made fun of, for all kinds of faith traditi… https://t.co/5Rhg5J1Nwq",0.5859,0.24,0.669,0.091
344,@FoxNews,2018-03-14 16:55:15+00:00,"#NationalWalkoutDay prompts some politicians to join movement, while others focus on legislation
https://t.co/9t8OlPlqbm",0.296,0.155,0.845,0.0
345,@FoxNews,2018-03-14 16:51:22+00:00,"At a #NationalWalkoutDay rally at the U.S. Capitol, @SenSchumer slammed the @NRA. https://t.co/CYwD9qyzVq https://t.co/WV0gisLD8M",0.0,0.0,1.0,0.0
346,@FoxNews,2018-03-14 16:44:03+00:00,".@SenSherrodBrown on @HillaryClinton: ""I don't really care what she said."" https://t.co/E5a31J9hPz",-0.43,0.0,0.779,0.221
347,@FoxNews,2018-03-14 16:43:20+00:00,".@clairecmc responds to @HillaryClinton: ""I don't think that's the way you should talk about any voter."" https://t.co/wVFHurtRXG",0.0,0.0,1.0,0.0
348,@FoxNews,2018-03-14 16:40:06+00:00,Three Florida teens linked to 46 car thefts https://t.co/vLdkF9LQVQ,0.0,0.0,1.0,0.0
349,@FoxNews,2018-03-14 16:37:29+00:00,Late night hosts skewer #Trump over Rex Tillerson firing https://t.co/P9qZ3vYKxH,-0.34,0.0,0.789,0.211
350,@FoxNews,2018-03-14 16:36:04+00:00,Truck driver caught texting about texting laws https://t.co/2CUrexCZH9,0.0,0.0,1.0,0.0
351,@FoxNews,2018-03-14 16:34:28+00:00,".@MelissaAFrancis: ""If there were evidence of collusion, someone would've leaked it."" #Outnumbered https://t.co/oZS29JLxQ6",-0.3182,0.0,0.839,0.161
352,@FoxNews,2018-03-14 16:32:47+00:00,"Revamped ‘American Idol’ trounced by 'The Voice,' pressure grows to save 'museum piece' from 'also ran' graveyard
https://t.co/knCYa4tP8k",-0.0516,0.142,0.664,0.195
353,@FoxNews,2018-03-14 16:30:19+00:00,Trump accuses Dems of slow-walking 'hundreds' of nominations https://t.co/svp6s9mXgA,-0.34,0.0,0.769,0.231
354,@FoxNews,2018-03-14 16:29:13+00:00,"Border Patrol Agent Praises Trump's Wall Visit, Calls Sanctuary Cities a 'Dangerous Thing' https://t.co/JWOFpZklc3",0.0772,0.194,0.629,0.177
355,@FoxNews,2018-03-14 16:23:46+00:00,"Stephen Hawking dead: Eddie Redmayne, more celebrities react to his death https://t.co/phAEXHFZNi",-0.8481,0.0,0.549,0.451
356,@FoxNews,2018-03-14 16:18:55+00:00,"MOMENTS AGO: @POTUS departs California after visiting border wall prototypes, criticizing state's sanctuary law. https://t.co/0yPg6nH5Ws",-0.3612,0.0,0.848,0.152
357,@FoxNews,2018-03-14 16:16:13+00:00,"Students across the country stage walkouts one month after massacre at high school in Parkland, FL.… https://t.co/xpVMkFV9UM",-0.1779,0.0,0.904,0.096
358,@FoxNews,2018-03-14 16:14:23+00:00,Pennsylvania students form heart in honor of Florida victims during national walkouts https://t.co/4ABlIlvQ4B,0.0516,0.186,0.581,0.233
359,@FoxNews,2018-03-14 16:09:06+00:00,".@CharlesHurt: ""Just ten years ago, all of these leading Democrats were pretty much in line with a lot of what… https://t.co/pmPwwvc2Fi",0.4939,0.144,0.856,0.0
360,@FoxNews,2018-03-14 16:07:59+00:00,"Stephen Hawking, famed physicist, dead at 76 https://t.co/rbXEu0kuCE https://t.co/ScCwlaLGl3",-0.6486,0.0,0.65,0.35
361,@FoxNews,2018-03-14 16:06:37+00:00,".@JessicaTarlov: ""Illegals get arrested at lower rates... They don't commit as many crimes as natural born American… https://t.co/8EGH5icz9e",-0.5702,0.106,0.591,0.303
362,@FoxNews,2018-03-14 16:04:42+00:00,".@POTUS: ""@JerryBrownGov's done a very poor job running California... You have sanctuary cities where you have crim… https://t.co/BHLMh87q62",-0.5256,0.0,0.825,0.175
363,@FoxNews,2018-03-14 16:00:55+00:00,"United flight attendant who forced dog into overhead bin 'lying,' owner's daughter says https://t.co/y0AahYobyB",-0.0516,0.157,0.674,0.169
364,@FoxNews,2018-03-14 15:51:20+00:00,".@Deptula_David: ""After @POTUS sits down with Mr. Kim, [Pompeo's] got to figure out, 'Okay, just what will be a val… https://t.co/WuNqSZrnUB",0.0,0.0,1.0,0.0
365,@FoxNews,2018-03-14 15:51:00+00:00,House Democrats hold a news conference.  https://t.co/ffBNcZkIvV,0.0,0.0,1.0,0.0
366,@FoxNews,2018-03-14 15:45:33+00:00,Alaska Airlines female co-pilot claims male pilot drugged and raped her https://t.co/Y24Y5hlgMW,-0.6808,0.0,0.705,0.295
367,@FoxNews,2018-03-14 15:39:25+00:00,GOP Lawmaker: Wash. Post Op-Ed on Aborting Fetuses With Down Syndrome Is 'Offensive' https://t.co/eKxElTVhVv,0.0,0.0,1.0,0.0
368,@FoxNews,2018-03-14 15:32:05+00:00,Are your office computers mining cryptocurrency? https://t.co/FKFQcjTXA3,0.0,0.0,1.0,0.0
369,@FoxNews,2018-03-14 15:27:32+00:00,"More than 100 years later, the 'great mystery' of the vanished USS Cyclops remains unsolved https://t.co/pRGpJprP8f",0.6249,0.215,0.785,0.0
370,@FoxNews,2018-03-14 15:26:44+00:00,".@RepMcSally: ""We finally have a President who has the will and desire to secure our border."" https://t.co/vYBMiiuKHH",0.6249,0.267,0.733,0.0
371,@FoxNews,2018-03-14 15:22:02+00:00,"TODAY on #OutnumberedOT, @HARRISFAULKNER speaks to @RandPaul - Tune in at 1p ET on Fox News Channel! https://t.co/uTMWFGNyJw",0.0,0.0,1.0,0.0
372,@FoxNews,2018-03-14 15:18:53+00:00,.@POTUS checks out border wall prototypes. https://t.co/RUo5Tta9nP https://t.co/QoyCm7okUq,0.0,0.0,1.0,0.0
373,@FoxNews,2018-03-14 15:13:20+00:00,Manhunt intensifies for Austin serial bomber. https://t.co/n6tA4evmdm https://t.co/fHh2PhhJjz,0.0,0.0,1.0,0.0
374,@FoxNews,2018-03-14 15:04:09+00:00,Senator @RandPaul holds a news conference to discuss the nominations of Mike Pompeo and Gina Haspel. https://t.co/IgY2CQl9XZ,0.0,0.0,1.0,0.0
375,@FoxNews,2018-03-14 15:00:48+00:00,Snow squall causes 81-vehicle pileup on Ohio interstate https://t.co/BGOgBoGPYw,-0.2732,0.0,0.792,0.208
376,@FoxNews,2018-03-14 14:58:55+00:00,"RNC Spokeswoman @kayleighmcenany: @ConorLambPA Ran Like a Republican, Will Vote Like a Dem https://t.co/voWFMqomcg",0.6124,0.333,0.667,0.0
377,@FoxNews,2018-03-14 14:52:56+00:00,Happening Now: Students across the nation stage walkouts in protest of gun violence. #NationalWalkoutDay… https://t.co/XzzduTuSc5,-0.8481,0.0,0.519,0.481
378,@FoxNews,2018-03-14 14:52:45+00:00,Donna Butterworth dead; former child star who worked with Elvis and Jerry Lewis was 62 https://t.co/AK9Il4gX5R,-0.6486,0.0,0.777,0.223
379,@FoxNews,2018-03-14 14:52:39+00:00,Surveillance video that reportedly shows violent incident involving former baseball prospect is released https://t.co/Q17NK9rh3X,-0.4019,0.122,0.663,0.215
380,@FoxNews,2018-03-14 14:41:57+00:00,"National School Walkout: Students protest gun violence, call for action one month after Parkland shooting https://t.co/TJck15TBWd",-0.8689,0.0,0.526,0.474
381,@FoxNews,2018-03-14 14:34:59+00:00,'You're Not Even Getting Close To Our Wall': Builder Touts Prototype After #Trump Visit https://t.co/wLhnyN5DzP,-0.0258,0.0,0.927,0.073
382,@FoxNews,2018-03-14 14:28:10+00:00,RT @MartaDhanis: NYC School Walkout with LaGuardia High School  #Parkland #fightingGunViolence https://t.co/RvZQqYj15B,-0.3182,0.0,0.827,0.173
383,@FoxNews,2018-03-14 14:25:36+00:00,".@Jim_Jordan: ""What @DevinNunes and the Republicans have said is, look, there was no collusion, no coordination, be… https://t.co/8cKjhKlcm1",-0.5267,0.0,0.784,0.216
384,@FoxNews,2018-03-14 14:25:00+00:00,"Moments ago, President @realDonaldTrump shared a message of great economic optimism. https://t.co/A7aYseN7HI",0.875,0.556,0.444,0.0
385,@FoxNews,2018-03-14 14:20:00+00:00,.@HillaryClinton Has Dozens of Excuses for Why She Lost... and the List Keeps Growing https://t.co/OpnjDE1h0k https://t.co/Yj2ZCNph1a,0.1779,0.102,0.898,0.0
386,@FoxNews,2018-03-14 14:18:36+00:00,Happening Now: Students across the nation stage walkouts in protest of gun violence. #NationalWalkoutDay… https://t.co/9dxk9m3ouq,-0.8481,0.0,0.519,0.481
387,@FoxNews,2018-03-14 14:11:45+00:00,.@GOP leaders hold a news conference. https://t.co/3A0LYT7AAF,0.0,0.0,1.0,0.0
388,@FoxNews,2018-03-14 14:10:14+00:00,Students protest with backs turned to @WhiteHouse. #NationalWalkoutDay https://t.co/CYwD9qyzVq https://t.co/Zyb9shdPZn,-0.296,0.0,0.714,0.286
389,@FoxNews,2018-03-14 14:00:20+00:00,Students across the nation stage walkouts in protest of gun violence. #NationalWalkoutDay https://t.co/CYwD9qyzVq https://t.co/8Jb1FpDhOR,-0.8481,0.0,0.495,0.505
390,@FoxNews,2018-03-14 14:00:15+00:00,Austin package bomb victim remembered as boy who 'could have accomplished anything' (via @travfed)  https://t.co/zUrgZePhz9,-0.34,0.144,0.594,0.262
391,@FoxNews,2018-03-14 14:00:09+00:00,".@SenBobCorker on Pompeo confirmation: ""I'm hoping it's going to happen in April."" https://t.co/fvzyyZA2Pr",0.4215,0.189,0.811,0.0
392,@FoxNews,2018-03-14 13:51:37+00:00,".@BlakemanB: ""We need to start locking up some of these local officials who are defying openly federal law. They're… https://t.co/zLtZem26jD",0.0,0.0,1.0,0.0
393,@FoxNews,2018-03-14 13:46:00+00:00,23 Russian diplomats to be expelled from Britain amid probe into ex-spy's poisoning (via @luciasuarezsang) https://t.co/YbnCcpiKS4,-0.7003,0.0,0.707,0.293
394,@FoxNews,2018-03-14 13:32:53+00:00,".@kayleighmcenany: ""You look across the country - moderate Democrats are being run out by their voters."" https://t.co/BHbZUGEBna",0.0,0.0,1.0,0.0
395,@FoxNews,2018-03-14 13:29:00+00:00,"Muslim teen watched jihadi videos, read Koran for 'courage' before Florida sleepover stabbings, cops say https://t.co/MrH8qLcYmY",0.0,0.0,1.0,0.0
396,@FoxNews,2018-03-14 13:23:05+00:00,Democrat Lamb declares victory in Pa. special election determined too close to call https://t.co/oNETQQhhPO https://t.co/N3GVgjZ28I,0.6249,0.282,0.718,0.0
397,@FoxNews,2018-03-14 13:21:21+00:00,Cherokee genealogist casts doubt on Elizabeth Warren's story of parents' elopement https://t.co/XT2gMmxl5l,-0.3612,0.0,0.815,0.185
398,@FoxNews,2018-03-14 13:17:15+00:00,"7,000 pairs of shoes, one for every child killed by gun violence since the Sandy Hook school shooting, were placed… https://t.co/mZ4nKKGUk5",-0.9001,0.0,0.621,0.379
399,@FoxNews,2018-03-14 13:06:28+00:00,Two PA Catholic Schools to Pray Instead of Protest in Walkout Over Gun Violence https://t.co/wNaYKEaXgh,-0.8176,0.1,0.433,0.468
400,@nytimes,2018-03-14 18:22:06+00:00,A recount is unlikely to change the results of the Pennsylvania special election because most ballots in the state… https://t.co/bic2scfePz,0.4019,0.13,0.87,0.0
401,@nytimes,2018-03-14 18:15:07+00:00,Google is joining Facebook in banning advertising for Bitcoin and other cryptocurrencies https://t.co/NPGPrKXGNn,0.0,0.0,1.0,0.0
402,@nytimes,2018-03-14 18:07:03+00:00,"Stephen Hawking liked to say he was born 300 years to the day after Galileo died, and he died 139 years after Alber… https://t.co/Gqy8ik2M7B",-0.6597,0.09,0.677,0.232
403,@nytimes,2018-03-14 18:00:19+00:00,"In Opinion,

Op-Ed contributor Samantha Power writes that a year of insults, chaos and falsehoods has brought about… https://t.co/gabGGazwLI",-0.7579,0.0,0.711,0.289
404,@nytimes,2018-03-14 17:52:07+00:00,President Trump has not personally addressed the poison attack since London assigned blame on Russia https://t.co/rU2g6IzQbO,-0.8402,0.0,0.591,0.409
405,@nytimes,2018-03-14 17:45:12+00:00,"History is full of movements led by students. Some were successful and others brutally crushed, but even the latter… https://t.co/DLsUVrnNMm",-0.25,0.101,0.714,0.185
406,@nytimes,2018-03-14 17:37:04+00:00,"Prime Minister Theresa May expelled 23 Russian diplomats and vowed to crack down on Russian spies, corrupt elites a… https://t.co/jPQMzLbwKC",-0.25,0.0,0.905,0.095
407,@nytimes,2018-03-14 17:30:04+00:00,“Remember to look up at the stars and not down at your feet. Try to make sense of what you see and wonder about wha… https://t.co/hGzt6T9pch,0.0,0.0,1.0,0.0
408,@nytimes,2018-03-14 17:23:00+00:00,"The founder of the blood-testing company Theranos, once a Silicon Valley darling, was charged with fraud by the SEC… https://t.co/u4Zw2LSHIa",-0.2023,0.15,0.63,0.22
409,@nytimes,2018-03-14 17:15:10+00:00,"The Myanmar government maintains that the Rohingya burned down their own villages, and it rejects widespread testim… https://t.co/pk4z9WjChF",-0.4939,0.0,0.842,0.158
410,@nytimes,2018-03-14 17:13:55+00:00,"RT @nytopinion: Adults are supposed to take care of children — keep them safe, and help them feel safe. https://t.co/ocBNfgoz07 https://t.c…",0.8934,0.422,0.578,0.0
411,@nytimes,2018-03-14 17:06:30+00:00,"Andrew McCabe, an F.B.I. official criticized by President Trump, was to retire on Sunday. But he may be fired first… https://t.co/6kzsefs0lE",-0.7269,0.0,0.757,0.243
412,@nytimes,2018-03-14 17:00:24+00:00,"Rodrigo Duterte said that the Philippines was withdrawing from the International Criminal Court, denouncing what he… https://t.co/Jda5Jr2kj2",-0.5267,0.0,0.825,0.175
413,@nytimes,2018-03-14 16:54:18+00:00,RT @nytgraphics: Final precinct-level results for Pennsylvania's 18th district special election show a blue shift in all but a handful of p…,0.2144,0.089,0.911,0.0
414,@nytimes,2018-03-14 16:52:06+00:00,"""Enough."" Students walked out of their schools in a nationwide demonstration over gun violence.… https://t.co/kCXFLlo0mA",-0.25,0.089,0.759,0.152
415,@nytimes,2018-03-14 16:44:20+00:00,"Join NYT reporter Roslyn Sulcas at the Royal Opera House in London, where she talks to the choreographer Christophe… https://t.co/EveDo1cKHl",0.296,0.104,0.896,0.0
416,@nytimes,2018-03-14 16:30:19+00:00,"In Opinion,
The editorial board writes: Few American officials were so directly involved in the frenzy of abuse aft… https://t.co/UTnQziketD",-0.7579,0.0,0.735,0.265
417,@nytimes,2018-03-14 16:15:13+00:00,"As it seeks to compete with rival retailers, led by Amazon, Walmart plans to offer home delivery of groceries bough… https://t.co/rZ3bSioBwb",0.1779,0.078,0.922,0.0
418,@nytimes,2018-03-14 16:07:05+00:00,"News Analysis: The message from Pennsylvania’s still-undecided House race is clear: Suburban voters are in revolt,… https://t.co/zlbjL8EbjT",0.3818,0.14,0.86,0.0
419,@nytimes,2018-03-14 16:00:17+00:00,"When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that… https://t.co/7A3ipYt6yt",0.0,0.0,1.0,0.0
